5.996369300000000067e+02	4.145516499999999951e+02	1.649600700000000143e+04	1.305642100000000028e+04	6.724214200000000346e+03	1.233977399999999943e+04	4.907689500000000038e+01	1.959000000000000000e+03	3.173918400000000111e+04	2.456538499999999840e+04	3.484781099999999860e+05	1.213235800000000017e+05	4.087983699999999953e+05	1.746341199999999953e+05	1.237539500000000089e+03	9.742486400000000140e+04	8.784105600000000322e+02	9.379017599999999675e+02	8.076700700000000325e+03	4.876501000000000204e+03	1.130469399999999951e+04	1.437504600000000028e+04	4.329260100000000193e+02	2.828408300000000054e+03
8.391278600000000552e+02	5.802604000000000184e+01	5.560561300000000529e+02	6.400755299999999806e+03	1.044640899999999965e+04	4.365647999999999911e+02	9.217860600000000204e+01	3.132775000000000091e+03	1.130883899999999994e+04	5.186768299999999726e+03	4.019042199999999866e+04	9.079305000000000000e+05	5.243903900000000140e+05	1.044898300000000017e+04	1.199890499999999975e+03	8.506755800000000454e+04	1.182827500000000100e+03	2.483916900000000112e+02	9.258465099999999666e+02	1.788742900000000009e+04	1.491388999999999942e+04	3.704233399999999961e+02	3.074290500000000179e+02	4.561365200000000186e+03
7.836697100000000319e+03	3.034239599999999882e+03	5.272346300000000156e+03	2.697804300000000148e+04	2.000644400000000023e+05	3.748661099999999806e+03	1.499796199999999999e+03	6.047382499999999709e+04	7.957922699999999895e+04	1.077173999999999942e+05	1.530051000000000058e+05	6.873315999999999767e+05	4.457143299999999814e+06	8.356125299999999697e+04	7.237635599999999613e+03	5.013234299999999930e+05	2.045320100000000093e+04	3.009441499999999905e+03	1.551922299999999996e+04	8.895564299999999639e+04	3.326682100000000210e+05	1.471443499999999949e+04	2.024904599999999846e+04	7.588843600000000151e+04
4.041016599999999926e+03	5.057287200000000098e+02	5.808829999999999927e+03	5.764971400000000358e+03	8.100031299999999646e+03	2.878406999999999971e+04	2.022552300000000059e+03	1.631574300000000039e+04	7.379799000000000524e+04	2.921587700000000041e+04	8.007391099999999278e+04	2.719683200000000070e+05	2.735938699999999953e+05	2.196948299999999872e+05	9.388906300000000556e+03	2.469715700000000070e+05	6.155686899999999696e+03	6.879444200000000365e+02	7.303406699999999546e+03	9.610923800000000483e+03	9.453181099999999788e+03	2.418319900000000052e+04	3.793400799999999890e+03	1.320931300000000010e+04
1.266352100000000064e+03	1.609560700000000111e+02	1.045881699999999910e+03	6.943301599999999780e+02	2.776735499999999774e+03	3.663744500000000244e+02	6.730838499999999840e+02	2.426821500000000015e+03	8.390900299999999697e+04	3.944539299999999639e+04	6.022321499999999651e+04	1.138750000000000000e+05	2.330370499999999884e+05	4.207848900000000140e+04	6.508279599999999846e+03	1.218128999999999942e+05	6.444093400000000429e+02	4.266057000000000130e+02	4.104204500000000166e+02	7.926527200000000448e+02	2.243989099999999780e+03	9.139714400000000296e+02	7.395723299999999654e+02	3.390127800000000207e+03
3.336323899999999867e+03	4.125135300000000029e+02	4.505864199999999983e+03	4.730639500000000226e+03	9.985193499999999403e+03	3.949882500000000164e+03	2.001891399999999976e+03	3.892026299999999901e+04	9.188441099999999278e+04	7.629392399999999907e+04	1.575786799999999930e+05	3.019292999999999884e+05	7.946642199999999721e+05	1.551031199999999953e+05	1.930212900000000081e+04	1.425024600000000093e+06	7.286257900000000518e+02	3.009294699999999807e+02	1.585514200000000073e+03	1.806743600000000015e+03	3.635110400000000027e+03	1.110474699999999984e+03	1.118891699999999901e+03	1.428530199999999968e+04
8.749759699999999430e+04	1.781435799999999972e+03	8.112862199999999575e+02	1.732352799999999888e+03	4.694989999999999782e+03	3.885709299999999757e+02	4.200177499999999782e+02	2.625869599999999991e+04	5.385748700000000099e+04	2.525454099999999926e+03	3.709050999999999931e+03	1.606402299999999968e+03	1.036067100000000028e+04	2.734707600000000184e+03	1.863643899999999860e+02	1.781042900000000009e+04	6.761510100000000093e+05	1.603849400000000060e+04	2.792698300000000017e+04	2.048554599999999846e+04	6.547608400000000256e+04	1.492021299999999974e+04	1.261201399999999921e+04	2.337336799999999930e+05
2.662158400000000142e+02	1.333315099999999984e+04	2.338288100000000043e+02	8.631656299999999646e+02	7.183551000000000386e+03	9.507476200000000688e+01	5.820161000000000229e+01	3.827136599999999817e+03	6.410237399999999752e+01	9.966867299999999886e+03	5.813342800000000210e+01	7.616889999999999361e+01	1.427545100000000048e+03	4.621140100000000217e+01	7.406270899999999990e+00	9.078172700000000077e+02	1.894044000000000096e+03	4.916676900000000023e+04	1.254803000000000111e+03	2.202370699999999943e+03	1.754356299999999828e+04	8.101199000000000296e+02	1.601919599999999946e+03	1.067989700000000084e+04
1.961758399999999938e+03	1.595022200000000112e+03	4.083321800000000076e+04	1.598961100000000079e+04	1.718000000000000000e+04	1.384657200000000012e+05	2.817375299999999925e+02	5.910184500000000298e+03	1.495062799999999925e+03	6.251377999999999702e+03	3.740858200000000215e+04	5.230029599999999846e+03	2.271617900000000009e+04	1.303399299999999930e+05	1.100517399999999952e+02	3.049142699999999877e+03	1.608516699999999946e+04	7.387752300000000105e+03	1.706307500000000000e+05	5.937714699999999721e+04	1.437545899999999965e+05	1.665549599999999919e+05	7.181090600000000450e+03	1.517153699999999953e+05
1.564739499999999907e+03	1.392331399999999917e+02	1.763788000000000011e+03	1.780217099999999846e+04	2.743025999999999840e+04	1.044682399999999916e+03	1.928308399999999949e+02	8.453432300000000396e+03	5.426526499999999942e+02	4.661624700000000132e+01	3.088183999999999969e+02	3.767991599999999744e+04	5.101400899999999820e+04	3.313388199999999983e+02	4.050067399999999651e+01	1.458488599999999906e+03	2.075966300000000047e+04	5.072123199999999997e+03	2.319743899999999849e+04	4.358793099999999977e+05	1.956579599999999919e+05	1.516963400000000001e+04	3.993060399999999845e+03	1.828157000000000116e+05
1.730914500000000044e+04	8.692405000000000655e+03	1.192622700000000077e+04	5.052194799999999668e+04	3.773495300000000279e+05	1.076164999999999964e+04	4.091049100000000180e+03	1.176088999999999942e+05	9.911201999999999316e+03	1.260707400000000052e+04	7.396568199999999706e+03	2.548424199999999837e+04	2.533064400000000023e+05	5.325634600000000319e+03	1.290844800000000077e+03	4.533605799999999726e+04	4.920743000000000029e+04	1.983179699999999866e+04	4.672299300000000221e+04	3.152477100000000210e+05	1.539526199999999953e+06	4.041674500000000262e+04	2.130527000000000044e+04	2.900485499999999884e+05
1.303123199999999997e+04	1.463923500000000104e+03	1.141922099999999955e+04	1.288479099999999926e+04	2.824718999999999869e+04	8.289072599999999511e+04	1.008369499999999971e+04	5.350529499999999825e+04	3.239665100000000166e+03	7.176957200000000512e+02	6.665975699999999961e+03	1.044145900000000074e+04	1.158742000000000007e+04	1.747814099999999962e+04	1.064726699999999937e+03	9.114522999999999229e+03	6.670927599999999802e+04	1.514371299999999974e+04	5.448657200000000012e+04	1.160014299999999930e+05	1.442012600000000093e+05	3.308978599999999860e+05	6.447482899999999790e+04	2.532736600000000035e+05
2.899852199999999812e+03	4.396529899999999884e+02	2.653040500000000065e+03	1.670473600000000033e+03	7.079772200000000339e+03	9.412088599999999587e+02	1.712074599999999919e+03	5.408037699999999859e+03	6.660919800000000350e+02	7.267060999999999638e+01	3.499984400000000164e+02	2.459830599999999947e+02	7.990084500000000389e+02	3.732459900000000061e+02	7.537785599999999420e+01	1.168032799999999952e+03	1.231725000000000000e+05	2.645868500000000131e+04	5.583541300000000047e+04	1.643993299999999872e+05	2.390571900000000023e+05	1.133023500000000058e+05	9.440385899999999674e+04	3.801793200000000070e+05
1.074321099999999933e+04	1.575592399999999998e+03	1.510875300000000061e+04	1.534270000000000073e+04	3.804608099999999831e+04	1.314641100000000006e+04	6.510618599999999788e+03	1.537313599999999860e+05	3.648905900000000202e+03	1.201190800000000081e+03	2.605990200000000186e+03	8.236622499999999491e+03	1.158505800000000090e+04	5.310912999999999556e+03	1.358710199999999986e+03	2.631512299999999959e+04	7.125950699999999779e+04	2.351808199999999852e+04	5.572750800000000163e+04	1.904944500000000116e+05	2.862669699999999721e+05	1.225854499999999971e+05	7.145276200000000244e+04	1.762311199999999953e+06
