9.003899699999999721e+05	7.116257899999999609e+03	2.854393900000000031e+03	1.325704900000000089e+04	4.657418499999999767e+04	2.892332499999999982e+03	1.886703299999999899e+03	2.654992100000000210e+05	2.264347399999999834e+04	3.135755200000000059e+03	3.962018900000000031e+03	5.238150200000000041e+02	5.174119200000000092e+03	3.632646999999999935e+03	3.449128900000000186e+01	1.150371500000000015e+04	5.403867500000000291e+04	2.686744299999999839e+03	2.841936700000000201e+03	1.994564499999999953e+03	2.445297100000000137e+04	1.599708900000000085e+03	1.343664800000000014e+03	2.596844299999999930e+04
1.650295200000000023e+03	9.349010000000000582e+04	6.849547900000000027e+02	4.392185599999999795e+03	2.206677500000000146e+04	2.554419699999999978e+02	2.582817000000000007e+02	1.785968300000000090e+04	3.078854799999999869e+01	8.461349899999999252e+03	8.146149099999999521e+01	1.214733399999999932e+02	1.263289299999999912e+03	2.956975999999999871e+01	3.345165100000000002e+00	8.499655800000000454e+02	1.028165999999999940e+03	1.528601800000000003e+04	6.236472999999999729e+02	1.056976300000000037e+03	1.154094100000000071e+04	4.584829199999999787e+02	1.121186200000000099e+03	4.209013700000000426e+03
6.001039400000000023e+04	2.429085299999999916e+04	3.893283400000000256e+05	1.611561199999999953e+05	3.364578599999999860e+05	1.951168599999999860e+05	4.368376900000000205e+03	4.146752800000000279e+05	1.025235799999999927e+03	2.891147900000000277e+02	3.325086499999999887e+03	2.233149600000000191e+03	9.417465599999999540e+03	4.186036199999999553e+03	1.153743900000000053e+02	1.432888400000000047e+03	1.595539800000000014e+03	1.029640499999999975e+03	8.532822399999999107e+03	5.875075100000000020e+03	1.010160699999999997e+04	5.412202000000000226e+03	4.642419499999999744e+02	5.977448500000000422e+03
2.548502300000000105e+04	3.492028800000000047e+03	5.896217100000000210e+04	7.377224699999999721e+05	2.285616799999999930e+05	2.410118300000000090e+04	2.808603599999999915e+03	4.474095000000000000e+05	1.990066500000000076e+02	2.430558999999999870e+01	1.979801799999999901e+02	1.228078499999999985e+04	1.188331199999999990e+04	2.111968099999999993e+02	2.281133700000000175e+01	1.056922299999999950e+03	1.216784400000000005e+03	5.292968200000000252e+02	1.188542300000000068e+03	1.750342599999999948e+04	1.398168200000000070e+04	7.858397999999999683e+02	3.662655799999999999e+02	5.912368800000000192e+03
1.589786000000000058e+05	4.402701600000000326e+04	8.910888199999999779e+04	4.655694000000000233e+05	3.493586700000000186e+06	7.083661299999999756e+04	2.577213599999999860e+04	1.038022500000000000e+06	1.090515699999999924e+04	7.731646099999999933e+03	1.078561299999999937e+04	2.251497499999999854e+04	2.772672899999999790e+05	6.336949200000000019e+03	1.117915299999999888e+03	3.291941799999999785e+04	2.786245799999999872e+04	4.878984599999999773e+03	2.507462299999999959e+04	1.067275399999999936e+05	5.137243699999999953e+05	2.985313699999999881e+04	2.368692199999999866e+04	1.264126600000000035e+05
1.628155100000000093e+05	2.564655199999999968e+04	1.078561900000000023e+05	1.568557399999999907e+05	3.886920100000000093e+05	8.494446099999999860e+05	4.431230700000000070e+04	7.709042099999999627e+05	3.452037699999999859e+03	8.604759199999999737e+02	1.236945299999999952e+04	1.034934599999999955e+04	1.269714300000000003e+04	1.390046999999999935e+04	1.335846399999999903e+03	7.508477899999999863e+03	9.980116799999999785e+03	1.402179000000000087e+03	1.062488999999999942e+04	1.414936700000000019e+04	1.253542799999999988e+04	5.093494400000000314e+04	6.208941300000000410e+03	2.732524199999999837e+04
2.542351700000000128e+05	4.517279299999999785e+04	1.152210399999999936e+05	1.521844200000000128e+05	6.432371099999999860e+05	1.906407300000000105e+05	1.077474199999999983e+05	5.178203900000000140e+05	2.761832300000000032e+03	2.622848599999999806e+02	1.896825399999999945e+03	8.922425799999999754e+02	3.331646799999999985e+03	7.389132100000000491e+02	1.305180400000000134e+02	3.066924500000000080e+03	3.077767199999999775e+03	1.813173800000000028e+03	2.034829500000000053e+03	3.576230599999999868e+03	1.029314600000000064e+04	4.559760100000000421e+03	3.690448199999999815e+03	1.492642300000000068e+04
5.101360100000000093e+05	6.352280399999999645e+04	2.833659899999999907e+05	6.523107299999999814e+05	1.457110199999999953e+06	4.435163300000000163e+05	8.754619599999999627e+04	8.445863099999999627e+06	1.129372299999999996e+04	4.486171000000000276e+03	8.610215899999999237e+03	3.256528499999999985e+04	4.861426299999999901e+04	1.360881199999999990e+04	3.796381300000000010e+03	9.671759200000000419e+04	5.484379100000000108e+03	2.648075600000000122e+03	1.284764600000000064e+04	1.411768200000000070e+04	2.617770000000000073e+04	9.090712299999999232e+03	1.218695099999999911e+04	1.293857500000000000e+05
1.863090999999999985e+04	3.929285899999999856e+02	1.771705200000000104e+02	6.534701900000000023e+02	2.169410300000000007e+03	1.227663500000000028e+02	6.442901200000000017e+01	6.780605700000000070e+03	9.493215500000000466e+05	1.007253000000000029e+05	2.036582099999999991e+04	2.384427500000000146e+04	9.064438899999999558e+04	4.913660300000000279e+04	1.472159000000000106e+03	2.980045999999999767e+05	3.139595000000000073e+04	1.436999800000000050e+03	2.506094200000000001e+03	1.799644399999999905e+03	2.179476199999999881e+04	1.153818999999999960e+03	8.191828299999999672e+02	1.559039899999999943e+04
3.340513300000000072e+02	1.184796800000000076e+04	2.115714700000000050e+02	9.877145799999999554e+02	6.827370799999999690e+03	1.396447799999999972e+02	2.925803399999999854e+01	4.431913899999999558e+03	3.344605300000000170e+03	5.163637199999999721e+05	5.814351399999999558e+03	1.130919000000000051e+04	9.104958500000000640e+04	6.233927499999999782e+03	4.051173900000000003e+02	7.662116899999999441e+04	2.313722999999999956e+03	2.437493899999999849e+04	9.335234000000000378e+02	2.666980399999999918e+03	1.899063599999999860e+04	9.301123900000000049e+02	3.627513699999999972e+03	9.399195499999999811e+03
