1.753360000000000000e+06	1.610136099999999942e+03	5.428022399999999834e+03	4.556690200000000186e+04	1.729705900000000111e+04	1.872077099999999973e+03	4.913126100000000065e+02	2.303217999999999847e+03	9.794791999999999825e+04	8.819524499999999989e+01	2.234574499999999944e+02	1.864092900000000100e+03
2.884869199999999837e+05	1.290527699999999989e+01	2.499307499999999891e+03	1.213364899999999943e+04	5.679644900000000234e+03	3.799604099999999818e+01	2.927748000000000062e+01	1.605303900000000112e+02	3.204540499999999884e+04	2.092432499999999891e+02	8.363352500000000589e+01	1.310921100000000024e+03
6.622145799999999581e+05	1.939060300000000097e+03	2.244546099999999933e+04	1.178570299999999988e+05	7.094673300000000381e+03	1.158794199999999996e+01	5.981396600000000063e+01	2.478947300000000098e+02	2.579657499999999800e+03	2.598398500000000055e+01	3.151497600000000148e+02	1.421052300000000059e+03
6.848829799999999523e+04	1.349670500000000004e+02	2.973341800000000148e+03	3.064119500000000000e+06	5.513222700000000032e+02	7.777602599999999811e+00	3.717851999999999890e+01	5.940461299999999937e+03	2.675906300000000101e+03	8.931080700000000594e-02	7.002038800000000229e+00	1.295261599999999999e+04
1.786986300000000047e+06	4.629974699999999757e+03	1.276878099999999977e+05	2.092678300000000047e+06	4.471805399999999645e+04	3.551130400000000122e+02	4.401692699999999832e+02	2.028295199999999895e+05	2.080640400000000081e+05	6.009224500000000262e+02	3.344385299999999916e+03	3.042268499999999767e+05
1.157829500000000000e+06	9.812754300000000512e+03	5.882503500000000349e+04	2.761103499999999985e+04	4.606009900000000016e+03	1.479391599999999869e+02	1.060298500000000104e+03	3.840281100000000265e+02	3.996549199999999837e+04	3.758607800000000054e+01	5.588208499999999503e+02	2.045063000000000102e+03
4.004336900000000023e+05	2.697264099999999871e+03	5.440243000000000393e+03	5.979234300000000076e+04	1.695990000000000146e+04	1.720694300000000112e+03	1.353788199999999961e+03	1.899609099999999899e+03	8.266260700000000725e+03	2.002523300000000006e+02	4.350524800000000027e+02	3.657033199999999852e+03
1.070067800000000000e+07	2.968987100000000093e+06	5.909439700000000186e+06	1.191428100000000093e+06	3.880490400000000227e+04	7.956030499999999847e+03	3.881043400000000020e+03	3.957352699999999913e+03	8.441484900000000198e+04	3.059385400000000118e+03	1.167493200000000070e+04	3.117216100000000006e+04
2.223431299999999828e+04	1.416136599999999923e+01	1.499333699999999965e+02	6.421399300000000494e+02	1.074378899999999907e+06	2.684726599999999962e+04	2.223820799999999872e+04	7.795217699999999604e+04	3.769648000000000320e+04	1.306551100000000076e+01	6.441735500000000059e+01	4.663712300000000255e+02
1.077131900000000023e+05	2.482359599999999834e-04	3.766939500000000152e+01	1.020317599999999970e+03	2.783629699999999721e+05	3.167520799999999781e+03	3.134867099999999937e+03	1.838193000000000029e+04	6.458675800000000163e+04	1.360594900000000109e+02	9.660266000000000020e+01	2.013961900000000014e+03
1.453606300000000010e+04	2.450880499999999795e+00	1.847183199999999914e+01	2.315725100000000111e+03	2.533953699999999953e+05	4.477870199999999750e+04	1.283552599999999948e+05	7.618183500000000640e+04	2.206050799999999981e+03	8.562774700000000294e+00	5.596642500000000098e+01	2.712001000000000204e+03
3.443302799999999934e+03	1.208981200000000013e-02	1.108480200000000053e+02	1.893445300000000088e+03	5.772165899999999965e+04	1.290153700000000072e+03	1.866953400000000101e+03	2.474604299999999814e+06	2.205500599999999849e+03	2.678167899999999921e-02	1.792288099999999940e+00	4.056558199999999943e+03
1.644036600000000035e+05	4.023716900000000010e+02	3.303734599999999773e+03	1.738728099999999977e+05	5.657619499999999534e+05	1.101337299999999959e+04	1.358165899999999965e+04	1.728212100000000093e+06	1.465379400000000023e+05	3.097658200000000193e+02	1.524573799999999892e+03	1.790238599999999860e+05
1.929818899999999849e+04	2.489097399999999993e+01	1.868143699999999967e+02	8.899948799999999665e+02	3.131369000000000233e+05	5.284384100000000035e+04	4.030506700000000274e+04	2.382546099999999933e+04	1.701496299999999974e+04	6.290937900000000305e+00	8.398548200000000463e+01	2.334397299999999973e+02
1.828862200000000087e+02	3.124122499999999718e+02	1.383308600000000013e+02	5.621433999999999997e+01	2.049213999999999942e+05	2.278033199999999852e+04	6.746100300000000061e+03	1.402122899999999936e+04	1.915479499999999916e+03	4.522471800000000286e+01	9.370305500000000620e+01	8.162030899999999747e+02
2.200201199999999881e+04	9.771104900000000271e+02	1.287298399999999901e+03	4.325396800000000439e+03	1.890247899999999907e+06	9.979746899999999441e+05	1.726545100000000093e+06	3.518481500000000233e+05	9.697520800000000236e+03	2.939628200000000220e+02	8.885504899999999679e+02	5.585337000000000444e+03
1.361017099999999919e+05	1.065831100000000049e+02	3.719450499999999806e+02	2.170225300000000061e+03	3.781126000000000204e+04	1.127925700000000006e+03	4.187163300000000277e+02	2.982709600000000137e+03	1.008205699999999953e+06	1.342254599999999982e+03	3.715956900000000132e+03	3.061543600000000151e+04
7.658173799999999756e+04	7.118259200000000113e-03	4.591135899999999737e+01	8.070677299999999832e+02	5.236420399999999972e+03	4.520714199999999749e+01	3.869721799999999945e+01	1.534636099999999885e+02	1.477040499999999884e+05	4.994629699999999843e+02	2.990512499999999818e+02	8.833756900000000314e+03
2.659789600000000064e+04	2.482202200000000047e+01	1.109982600000000019e+02	9.482551400000000285e+03	6.054350900000000365e+03	1.565983600000000138e+02	1.745028000000000077e+02	1.679752799999999979e+03	2.438581300000000047e+05	1.301591300000000047e+04	3.704312500000000000e+04	3.151766700000000128e+04
5.852934500000000298e+03	1.707257199999999975e-01	3.931604699999999752e+02	5.776293800000000374e+03	6.485758299999999963e+02	3.614974500000000290e+01	6.061066699999999940e+01	7.029510299999999916e+03	5.298231199999999808e+04	2.302798499999999876e+03	2.747289699999999812e+03	1.960927199999999953e+06
2.829310300000000279e+05	2.148105900000000020e+03	1.441842200000000048e+04	2.374417200000000012e+05	4.560966900000000169e+04	6.545926799999999730e+02	7.485871200000000272e+02	9.256903100000000268e+04	7.009381700000000419e+05	2.880586600000000089e+03	1.125323099999999977e+04	8.127287500000000000e+05
4.871656500000000233e+04	2.460445100000000025e+02	2.029095600000000104e+03	9.315135999999999967e+02	6.386137099999999919e+03	2.127425299999999879e+02	9.852054299999999785e+02	5.840813699999999926e+02	4.047497700000000186e+05	9.960762199999999211e+03	3.684144000000000233e+04	4.738344799999999668e+04
5.448228299999999535e+02	9.219041300000000092e+02	5.540061399999999594e+02	1.336781100000000038e+02	1.849754200000000083e+03	5.411060099999999693e+02	4.275867000000000075e+02	2.179709200000000067e+02	1.587569500000000116e+05	1.904672499999999900e+03	3.900053600000000188e+03	5.916483899999999994e+04
8.166793300000000454e+04	2.246062500000000000e+04	2.482049100000000180e+04	1.267166100000000006e+04	1.480380299999999988e+04	3.594409900000000107e+03	1.651352900000000091e+03	1.527349099999999908e+03	2.781551799999999814e+06	1.001775000000000000e+06	1.772554500000000000e+06	3.227541900000000023e+05
